,artist,album,track,uri,UniqueID,track_uri
1373,Dante,Amor Incondicional,Amor Incondicional,spotify:track:0pbzndSXSOJYr2nWwEjppg,Dante:Amor Incondicional,0pbzndSXSOJYr2nWwEjppg
1374,Sidecars,Contra las cuerdas,Fuego cruzado - Acústico,spotify:track:33n6yw0FmYlvFikwFNvdkZ,Sidecars:Fuego cruzado - Acústico,33n6yw0FmYlvFikwFNvdkZ
1375,The Weeknd,After Hours,Blinding Lights,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd:Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b
1376,Ayax y Prok,Cara y cruz,Ese cosquilleo,spotify:track:6Zcyvk9QmBpdyk93LmsqzL,Ayax y Prok:Ese cosquilleo,6Zcyvk9QmBpdyk93LmsqzL
1377,Cruz Cafuné,Moonlight922,Ojitos Aguaos,spotify:track:41N4CPnTx5JsTpupiZjKWH,Cruz Cafuné:Ojitos Aguaos,41N4CPnTx5JsTpupiZjKWH
1378,La Pegatina,Eureka!,Non È Facile,spotify:track:1yZTodKsVASZYxrskDLq8J,La Pegatina:Non È Facile,1yZTodKsVASZYxrskDLq8J
1379,Ayax y Prok,Cara y cruz,Ese cosquilleo,spotify:track:7KwSjAmIuWLwZz5XACnIQe,Ayax y Prok:Ese cosquilleo,7KwSjAmIuWLwZz5XACnIQe
1380,Phil Collins,Tarzan Original Soundtrack,You'll Be In My Heart,spotify:track:6LBfozDVA7crIeuaPAVVlE,Phil Collins:You'll Be In My Heart,6LBfozDVA7crIeuaPAVVlE
1381,Kaze,Modo Turbio,Modo Turbio,spotify:track:0prUbzY7PrJujuukMXCWbB,Kaze:Modo Turbio,0prUbzY7PrJujuukMXCWbB
1382,Bastille,WHAT YOU GONNA DO???,WHAT YOU GONNA DO???,spotify:track:31brGBYDq5N15VxIn5juop,Bastille:WHAT YOU GONNA DO???,31brGBYDq5N15VxIn5juop
1383,Leiva,Monstruos,La Lluvia en los Zapatos,spotify:track:3tJmwP5PeFsl14K3frSgRy,Leiva:La Lluvia en los Zapatos,3tJmwP5PeFsl14K3frSgRy
1384,Pignoise,Año Zero,Todo Me Da Igual,spotify:track:4BBC0JXqqZbQH5rQwjiUkp,Pignoise:Todo Me Da Igual,4BBC0JXqqZbQH5rQwjiUkp
1385,Pereza,Esencial Pereza,Pirata,spotify:track:6UW3r9f1yaaEHERy86pS54,Pereza:Pirata,6UW3r9f1yaaEHERy86pS54
1386,ZOO,Tempestes Vénen del Sud,#Faena (RadioMacramé) [Bonus Track],spotify:track:4YMMo9Nevgg9o4PL4Bn0PH,ZOO:#Faena (RadioMacramé) [Bonus Track],4YMMo9Nevgg9o4PL4Bn0PH
1387,La Pegatina,Xapomelön,Mari Carmen,spotify:track:4KOIPoWgg56YkP12E1aFoQ,La Pegatina:Mari Carmen,4KOIPoWgg56YkP12E1aFoQ
1388,Jake Bugg,Jake Bugg,Lightning Bolt,spotify:track:79DO6dBi8936P6EShLB209,Jake Bugg:Lightning Bolt,79DO6dBi8936P6EShLB209
1389,Imagine Dragons,Origins,Machine,spotify:track:4uGY9CqDtGtaTTLg1cgsWD,Imagine Dragons:Machine,4uGY9CqDtGtaTTLg1cgsWD
1390,Marea,Coces al Aire 1997-2007,En tu agujero,spotify:track:5TteWxwLsxctaIpff3Gcu3,Marea:En tu agujero,5TteWxwLsxctaIpff3Gcu3
1391,El Canto Del Loco,Zapatillas,Usanos,spotify:track:2vw5EgpxuULLIRmmXENZa2,El Canto Del Loco:Usanos,2vw5EgpxuULLIRmmXENZa2
1392,Dstance,Hasta Que la Vida Diga Adiós,Fue para Más,spotify:track:7j2GbxKdVJ2t2dnZq6lA9c,Dstance:Fue para Más,7j2GbxKdVJ2t2dnZq6lA9c
1393,Alborosie,Soul Pirate,Callin (feat. Michael Rose),spotify:track:4yjhVyx2bMIZvw36wIGglr,Alborosie:Callin (feat. Michael Rose),4yjhVyx2bMIZvw36wIGglr
1394,Zaz,Paris,Champs-Elysées,spotify:track:0lxV7IydOdiJ6BKrkhtDhX,Zaz:Champs-Elysées,0lxV7IydOdiJ6BKrkhtDhX
1395,Itaca Band,Temerario,Temerario,spotify:track:1nO2vGrP18kP5ok92k3MOH,Itaca Band:Temerario,1nO2vGrP18kP5ok92k3MOH
1396,Stacey Kent,Raconte-moi...,La vénus du mélo,spotify:track:7tk8lPTwBw2CYefi2QWR2d,Stacey Kent:La vénus du mélo,7tk8lPTwBw2CYefi2QWR2d
1397,alt-J,This Is All Yours,Left Hand Free,spotify:track:6jXJmMCmEXC8SmZTK0KId6,alt-J:Left Hand Free,6jXJmMCmEXC8SmZTK0KId6
1398,Supersubmarina,Santacruz,Tecnicolor,spotify:track:4YACuaBQqZuTnJ3WTY9hww,Supersubmarina:Tecnicolor,4YACuaBQqZuTnJ3WTY9hww
1399,Ayax y Prok,Cara y cruz,Bañador y chancletas,spotify:track:0PUm16kvOMxunIrnPlpUbB,Ayax y Prok:Bañador y chancletas,0PUm16kvOMxunIrnPlpUbB
1400,Foyone,Ole,Ole,spotify:track:0TztrYR9AcVoimfn5IVEkL,Foyone:Ole,0TztrYR9AcVoimfn5IVEkL
1401,Sfera Ebbasta,Rockstar,Bancomat (feat. Tinie Tempah),spotify:track:2WfRy3r33KZnOJP3P0MJSL,Sfera Ebbasta:Bancomat (feat. Tinie Tempah),2WfRy3r33KZnOJP3P0MJSL
1402,Iseo & Dodosound,Cat Platoon,Lonely Sax,spotify:track:5lmOgvbuFivjchTo06mIzI,Iseo & Dodosound:Lonely Sax,5lmOgvbuFivjchTo06mIzI
1403,ZOO,Tempestes Vénen del Sud,Xuplasangs,spotify:track:4bMsw9oytyb1mymiGkvd0p,ZOO:Xuplasangs,4bMsw9oytyb1mymiGkvd0p
1404,Fyahbwoy,Bl4qkfy4h,Me Dicen Fyahbwoy,spotify:track:3a9RMza69nzLcWOabgnq1H,Fyahbwoy:Me Dicen Fyahbwoy,3a9RMza69nzLcWOabgnq1H
1405,Vetusta Morla,Un Día en el Mundo,Año Nuevo,spotify:track:06nLLMVAFVaYKJmFAAy3ko,Vetusta Morla:Año Nuevo,06nLLMVAFVaYKJmFAAy3ko
1406,Francesca Michielin,CHIAMAMI PER NOME,CHIAMAMI PER NOME,spotify:track:0ZqHo6eTBHUcOVjZzPvftT,Francesca Michielin:CHIAMAMI PER NOME,0ZqHo6eTBHUcOVjZzPvftT
1407,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",The View From The Afternoon,spotify:track:5eyTC5GZzpzlN7YRO9AoPf,Arctic Monkeys:The View From The Afternoon,5eyTC5GZzpzlN7YRO9AoPf
1408,The Kooks,Listen,See Me Now,spotify:track:38L0oxBTpJtEKPov8ruc29,The Kooks:See Me Now,38L0oxBTpJtEKPov8ruc29
1409,Vetusta Morla,"Mismo Sitio, Distinto Lugar",23 de Junio,spotify:track:3NolL8Ds5qRrYQSVUBKicn,Vetusta Morla:23 de Junio,3NolL8Ds5qRrYQSVUBKicn
1410,Wiz Khalifa,Rolling Papers 2,Karate (feat. Chevy Woods) / Never Hesitate (feat. Darrius Willrich),spotify:track:0Q2NCvFuP8T788y2bzv9Qs,Wiz Khalifa:Karate (feat. Chevy Woods) / Never Hesitate (feat. Darrius Willrich),0Q2NCvFuP8T788y2bzv9Qs
1411,James TW,First Impressions,When You Love Someone,spotify:track:5fX2oPyLCe5mBKqGDbOWqC,James TW:When You Love Someone,5fX2oPyLCe5mBKqGDbOWqC
1412,Día Sexto,"Recopilación, Vol. II",Vientos de octubre,spotify:track:6oIL7sZpCgiyQgij3pi1si,Día Sexto:Vientos de octubre,6oIL7sZpCgiyQgij3pi1si
1413,Kase.O,Kase.O Jazz Magnetism,Renacimiento,spotify:track:5MFqzWaYBe7Es4CHk66Iy3,Kase.O:Renacimiento,5MFqzWaYBe7Es4CHk66Iy3
1414,Hollow Coves,Wanderlust,Home,spotify:track:4fPQ3n56NbnONBtlaPMa82,Hollow Coves:Home,4fPQ3n56NbnONBtlaPMa82
1415,Mala Reputación,Carácter,Ceremonia,spotify:track:0Au8BldruTlfFAmiE8GWVS,Mala Reputación:Ceremonia,0Au8BldruTlfFAmiE8GWVS
1416,Tu Otra Bonita,Crema,Alitas de mar (feat. Juanito Makandé),spotify:track:7ikoui4eGrHzzcOEaXtdZQ,Tu Otra Bonita:Alitas de mar (feat. Juanito Makandé),7ikoui4eGrHzzcOEaXtdZQ
1417,Kase.O,El Círculo (Versión Exclusiva de Spotify),Viejos Ciegos (con Xhelazz y Sho-hai),spotify:track:5o2gwaRb8YwAbcsn1VNc66,Kase.O:Viejos Ciegos (con Xhelazz y Sho-hai),5o2gwaRb8YwAbcsn1VNc66
1418,Walls,Maldición,Maldición,spotify:track:63ap8n5SQhAMdP3MGwsWGP,Walls:Maldición,63ap8n5SQhAMdP3MGwsWGP
1419,Twenty One Pilots,Blurryface,Lane Boy,spotify:track:2P61EK6DMGyVyssLWS4fKy,Twenty One Pilots:Lane Boy,2P61EK6DMGyVyssLWS4fKy
1420,Pereza,Esencial Pereza,Musica Ligera,spotify:track:41gXB99Mxg659bSNWAv22s,Pereza:Musica Ligera,41gXB99Mxg659bSNWAv22s
1421,Aspencat,Essència,El teu crit (Remix),spotify:track:4ORIR6Oomj4zwR2Vtshqfo,Aspencat:El teu crit (Remix),4ORIR6Oomj4zwR2Vtshqfo
1422,Ya Levis,El mayalove,Mbangu te,spotify:track:6nB2jTxdEasmji0SqlU77Q,Ya Levis:Mbangu te,6nB2jTxdEasmji0SqlU77Q
1423,FERNANDOCOSTA,Yipiyou,Dinamo,spotify:track:0madpsS4UWtL72r3i9W9xH,FERNANDOCOSTA:Dinamo,0madpsS4UWtL72r3i9W9xH
1424,Marlon Craft,While We're Here,Somethin Wrong In Heaven,spotify:track:73ekBE1ZHp8ySUaX0YdCtR,Marlon Craft:Somethin Wrong In Heaven,73ekBE1ZHp8ySUaX0YdCtR
1425,Zenit,Producto Infinito Version 0.4,Suelo soñar,spotify:track:3bUZA8syssxjVdvJDExkRi,Zenit:Suelo soñar,3bUZA8syssxjVdvJDExkRi
1426,Cruz Cafuné,Maracucho Bueno Muere Chiquito,Chivatos,spotify:track:4rOdasVlLRKY5uF8xym0JH,Cruz Cafuné:Chivatos,4rOdasVlLRKY5uF8xym0JH
1427,Siloé,Metrópolis 2.0,Remedios para la Tristeza,spotify:track:4yjKRqPxLPVr8kqMuGqgb6,Siloé:Remedios para la Tristeza,4yjKRqPxLPVr8kqMuGqgb6
1428,Vetusta Morla,Los Ríos de Alice (Original Game Soundtrack),Los Buenos,spotify:track:3FzuQ398ughVa456X6PCV6,Vetusta Morla:Los Buenos,3FzuQ398ughVa456X6PCV6
1429,Macklemore & Ryan Lewis,The Heist (Deluxe Edition),Wing$,spotify:track:2mtB7ekPzvNoieI62jYeJD,Macklemore & Ryan Lewis:Wing$,2mtB7ekPzvNoieI62jYeJD
1430,Alborosie,Soul Pirate,Intro: Rodigan,spotify:track:5jQGbCxnnqcTqQhjQlTZni,Alborosie:Intro: Rodigan,5jQGbCxnnqcTqQhjQlTZni
1431,Itaca Band,Rema,De Puntillas,spotify:track:7co2Q8GPCOss4fNp3g9bxp,Itaca Band:De Puntillas,7co2Q8GPCOss4fNp3g9bxp
1432,Iggy Pop,Skull Ring,Little Know It All,spotify:track:27BATZe36zHNAKfr7by2ob,Iggy Pop:Little Know It All,27BATZe36zHNAKfr7by2ob
1433,Itaca Band,Rema,Dime Bonita,spotify:track:7qsn9e5Tefwe6KSKfJ1HQC,Itaca Band:Dime Bonita,7qsn9e5Tefwe6KSKfJ1HQC
1434,Ayax y Prok,Cara y cruz,El niño del recreo,spotify:track:4cs7i6y3TD0R40Qex9AKJG,Ayax y Prok:El niño del recreo,4cs7i6y3TD0R40Qex9AKJG
1435,Alborosie,Soul Pirate,Patricia,spotify:track:6QoNkyuwK8R4PtV07CxNAT,Alborosie:Patricia,6QoNkyuwK8R4PtV07CxNAT
1436,La Raíz,El Lado de los Rebeldes,Obediencia Ciega,spotify:track:3hJxG3eSoXeI2XbQ9nBeK2,La Raíz:Obediencia Ciega,3hJxG3eSoXeI2XbQ9nBeK2
1437,Bizardunak,Bizardunak,Nazi De Fresa,spotify:track:56x7gRvi4aSR96WxxnlcCg,Bizardunak:Nazi De Fresa,56x7gRvi4aSR96WxxnlcCg
1438,Sebastián Cortés,La Posada,La Posada,spotify:track:29bl4Sr23RrFR0o8mSvPJ2,Sebastián Cortés:La Posada,29bl4Sr23RrFR0o8mSvPJ2
1439,Hollow Coves,The Woods (Acoustic),The Woods - Acoustic,spotify:track:6uaIMhUZXMuT2Zz0vxrFiR,Hollow Coves:The Woods - Acoustic,6uaIMhUZXMuT2Zz0vxrFiR
1440,Leiva,Polvora,Terriblemente Cruel,spotify:track:0XPayKZFFZA2PwSRNi1pVU,Leiva:Terriblemente Cruel,0XPayKZFFZA2PwSRNi1pVU
1441,XXXTENTACION,?,SAD!,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION:SAD!,3ee8Jmje8o58CHK66QrVC2
1442,Aerosmith,I Don't Want To Miss A Thing,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",spotify:track:0c1gHntWjKD7QShC8s99sq,"Aerosmith:I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0c1gHntWjKD7QShC8s99sq
1443,Arctic Monkeys,Tranquility Base Hotel & Casino,Science Fiction,spotify:track:6hkfgHhYXyDVYahUOZhGRd,Arctic Monkeys:Science Fiction,6hkfgHhYXyDVYahUOZhGRd
1444,BROCKHAMPTON,SATURATION III,BLEACH,spotify:track:0dWOFwdXrbBUYqD9DLsoyK,BROCKHAMPTON:BLEACH,0dWOFwdXrbBUYqD9DLsoyK
1445,Txarango,Benvinguts al llarg viatge,La dansa del vestit,spotify:track:4cNIHzm8lHgUlBFJMftXYA,Txarango:La dansa del vestit,4cNIHzm8lHgUlBFJMftXYA
1446,The Kooks,Listen,Down,spotify:track:7oWrl9KE7NRcokDxX96gwJ,The Kooks:Down,7oWrl9KE7NRcokDxX96gwJ
1447,Astola,Astola & Raton: El Hombre Caracol,Mientras te marchas,spotify:track:4lRoUKByrVwl4wfcBhPJGq,Astola:Mientras te marchas,4lRoUKByrVwl4wfcBhPJGq
1448,Twenty One Pilots,Blurryface,Tear in My Heart,spotify:track:3bnVBN67NBEzedqQuWrpP4,Twenty One Pilots:Tear in My Heart,3bnVBN67NBEzedqQuWrpP4
1449,Doja Cat,Hot Pink,Won't Bite (feat. Smino),spotify:track:7k51pIqTGEHHZOnpI11Qq2,Doja Cat:Won't Bite (feat. Smino),7k51pIqTGEHHZOnpI11Qq2
1450,Natos y Waor,Caja Negra,Remember,spotify:track:67e3J794xaxysOOhPxIA1R,Natos y Waor:Remember,67e3J794xaxysOOhPxIA1R
1451,Cruz Cafuné,Maracucho Bueno Muere Chiquito,Maracucho Bueno / Muere Chiquito,spotify:track:6e8Voz3K2vcOsydNtxbwaQ,Cruz Cafuné:Maracucho Bueno / Muere Chiquito,6e8Voz3K2vcOsydNtxbwaQ
1452,Fedez,MEGLIO DEL CINEMA,MEGLIO DEL CINEMA,spotify:track:6byHOsfSzBH0R5WQ6QRv54,Fedez:MEGLIO DEL CINEMA,6byHOsfSzBH0R5WQ6QRv54
1453,Marea,Coces al Aire 1997-2007,El rastro,spotify:track:48N8yQmCA64bHWZvD5CVYo,Marea:El rastro,48N8yQmCA64bHWZvD5CVYo
1454,The Script,The Script,The Man Who Can't Be Moved,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,The Script:The Man Who Can't Be Moved,3nqqDo8CcCLke3ZoTgiOKf
1455,Pereza,Esencial Pereza,4 y 26,spotify:track:0MxaHwMVqstQ1CQu3wF57D,Pereza:4 y 26,0MxaHwMVqstQ1CQu3wF57D
1456,Drake,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),spotify:track:3F5CgOj3wFlRv51JsHbxhe,Drake:Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe
1457,George Ezra,Wanted on Voyage,Budapest,spotify:track:2ixsaeFioXJmMgkkbd4uj1,George Ezra:Budapest,2ixsaeFioXJmMgkkbd4uj1
1458,Robe,Mayéutica,Cuarto movimiento: Yo no soy el dueño de mis emociones,spotify:track:6byvMlUkFmNZIl8aprXRhL,Robe:Cuarto movimiento: Yo no soy el dueño de mis emociones,6byvMlUkFmNZIl8aprXRhL
1459,Sinkope,Esta noche se merece otra ronda,Le voy a cobrar a tus labios tus miradas,spotify:track:2EIyK5s2Ni7ZX0qyN00Qh1,Sinkope:Le voy a cobrar a tus labios tus miradas,2EIyK5s2Ni7ZX0qyN00Qh1
1460,Leiva,Polvora,Afuera en la Ciudad,spotify:track:2Ur5lBwL01Up9B8UagmbmE,Leiva:Afuera en la Ciudad,2Ur5lBwL01Up9B8UagmbmE
1461,Lori Meyers,Impronta,Emborracharme,spotify:track:67DveIUUjToBiKJwMnFZiJ,Lori Meyers:Emborracharme,67DveIUUjToBiKJwMnFZiJ
1462,Cruz Cafuné,Maracucho Bueno Muere Chiquito,Forbes,spotify:track:1GCYB1El6q3e75FflY0IlJ,Cruz Cafuné:Forbes,1GCYB1El6q3e75FflY0IlJ
1463,Kase.O,El Círculo (Versión Exclusiva de Spotify),Mitad y Mitad (con Najwa),spotify:track:6kPwvezY3O4b0KZEUukgyc,Kase.O:Mitad y Mitad (con Najwa),6kPwvezY3O4b0KZEUukgyc
1464,Macklemore & Ryan Lewis,The Heist,Starting Over (feat. Ben Bridwell),spotify:track:0icgqJ0w9uKcxKkTRG262L,Macklemore & Ryan Lewis:Starting Over (feat. Ben Bridwell),0icgqJ0w9uKcxKkTRG262L
1465,Sticky Fingers,Caress Your Soul,Australia Street,spotify:track:0O0M44llUQuPdJAkROQRch,Sticky Fingers:Australia Street,0O0M44llUQuPdJAkROQRch
1466,Gambi,LA VIE EST BELLE,PUFF PUFF PUFF,spotify:track:5NhOdJFms3DKXuitc9rSoL,Gambi:PUFF PUFF PUFF,5NhOdJFms3DKXuitc9rSoL
1467,Ya Levis,Katchua,Katchua,spotify:track:5qPDYV14t6z1G4UjP6i7H6,Ya Levis:Katchua,5qPDYV14t6z1G4UjP6i7H6
1468,Macklemore & Ryan Lewis,The Heist,Gold (feat. Eighty4 Fly),spotify:track:6CW2tSahkk0IAeKbTFcmLb,Macklemore & Ryan Lewis:Gold (feat. Eighty4 Fly),6CW2tSahkk0IAeKbTFcmLb
1469,Drake,Scorpion,Sandra’s Rose,spotify:track:6cblRiEGDRNZgowcm951R3,Drake:Sandra’s Rose,6cblRiEGDRNZgowcm951R3
1470,Hozier,Hozier,Cherry Wine - Live,spotify:track:4Q66chx9WzqWcLItXoZ5r4,Hozier:Cherry Wine - Live,4Q66chx9WzqWcLItXoZ5r4
1471,Cruz Cafuné,Maracucho Bueno Muere Chiquito,Coquito la Pieza,spotify:track:3MK6pVyk4dexZGlR7NokJr,Cruz Cafuné:Coquito la Pieza,3MK6pVyk4dexZGlR7NokJr
1472,Ska-P,El Vals Del Obrero,El Vals del Obrero,spotify:track:4UjqoyfmarLo3Ub3LE19eC,Ska-P:El Vals del Obrero,4UjqoyfmarLo3Ub3LE19eC
1473,alt-J,This Is All Yours,Left Hand Free,spotify:track:1lrJG7wz58YNVlbJ6s6fJO,alt-J:Left Hand Free,1lrJG7wz58YNVlbJ6s6fJO
1474,Sinkope,Esta noche se merece otra ronda,El carro de la vida - feat. Kutxi Romero,spotify:track:2Rz0jBU0jEuyJvruHlfdpA,Sinkope:El carro de la vida - feat. Kutxi Romero,2Rz0jBU0jEuyJvruHlfdpA
1475,Marea,Coces al Aire 1997-2007,Desencuentro,spotify:track:533kMg1gfuYRko7rfMAGIZ,Marea:Desencuentro,533kMg1gfuYRko7rfMAGIZ
1476,Fyahbwoy,Innadiflames,Fenomenal (Atontada),spotify:track:6Cz7ps0hEo3RCYArIsacXr,Fyahbwoy:Fenomenal (Atontada),6Cz7ps0hEo3RCYArIsacXr
1477,Leiva,Partido a Partido,Partido a Partido,spotify:track:6yGQ5s5denSu8fX0VHGh69,Leiva:Partido a Partido,6yGQ5s5denSu8fX0VHGh69
1478,Wiz Khalifa,Rolling Papers 2,It's on You,spotify:track:0xjlsOAv6S9xcRB4vG72Sa,Wiz Khalifa:It's on You,0xjlsOAv6S9xcRB4vG72Sa
1479,Supersubmarina,BCN,LN Granada - BCN,spotify:track:34qBpbdp6tFdj5mRCTM3ad,Supersubmarina:LN Granada - BCN,34qBpbdp6tFdj5mRCTM3ad
1480,Bizarrap,"Bejo: Bzrp Music Sessions, Vol. 27","Bejo: Bzrp Music Sessions, Vol. 27",spotify:track:2e3WiB8E5tf96JObVIFqWB,"Bizarrap:Bejo: Bzrp Music Sessions, Vol. 27",2e3WiB8E5tf96JObVIFqWB
1481,Txarango,Som Riu,Compta amb mi,spotify:track:0d1q8eih1Ay5X8pGpiOJZm,Txarango:Compta amb mi,0d1q8eih1Ay5X8pGpiOJZm
1482,Fyahbwoy,Bl4qkfy4h,1979,spotify:track:1WmP9IY0J97dmCdUBEMsW4,Fyahbwoy:1979,1WmP9IY0J97dmCdUBEMsW4
1483,Bejo,Tripi Hapa,CAMBIAR EL MUNDO,spotify:track:7EXYXATwUW1KeqlcOgnqqH,Bejo:CAMBIAR EL MUNDO,7EXYXATwUW1KeqlcOgnqqH
1484,La Pegatina,Eureka!,Amantes de lo ajeno (feat. Love of Lesbian),spotify:track:6P5FtBHJ9em48UXkPei00N,La Pegatina:Amantes de lo ajeno (feat. Love of Lesbian),6P5FtBHJ9em48UXkPei00N
1485,Desakato,La Teoría del Fuego,Columnas de Humo,spotify:track:2FZN6CJe78C4icpCqje0Lh,Desakato:Columnas de Humo,2FZN6CJe78C4icpCqje0Lh
1486,SFDK,2005,No Eres Feo Ni Ná,spotify:track:2sJptj7MmQA7FjcpbzXXrz,SFDK:No Eres Feo Ni Ná,2sJptj7MmQA7FjcpbzXXrz
1487,FERNANDOCOSTA,Yipiyou,Avisos parentales,spotify:track:4kDKLSXAakfdeZ428EQh9T,FERNANDOCOSTA:Avisos parentales,4kDKLSXAakfdeZ428EQh9T
1488,Wiz Khalifa,Rolling Papers 2,Real Rich (feat. Gucci Mane),spotify:track:5t8djD6oZcfAyqF4cTQfFb,Wiz Khalifa:Real Rich (feat. Gucci Mane),5t8djD6oZcfAyqF4cTQfFb
1489,J-AX,Comunisti col Rolex,Senza Pagare VS T-Pain (feat. T-Pain),spotify:track:0YOUE1TlkgSbkNvWkZkEVp,J-AX:Senza Pagare VS T-Pain (feat. T-Pain),0YOUE1TlkgSbkNvWkZkEVp
1490,McFly,Wonderland,I've Got You,spotify:track:4SeZloAo7TcgjOpyMj0qOs,McFly:I've Got You,4SeZloAo7TcgjOpyMj0qOs
1491,Estopa,X Anniversarivm,Cacho a Cacho (with Rosendo),spotify:track:1ujSxjklHjyVbXV1rPq6y8,Estopa:Cacho a Cacho (with Rosendo),1ujSxjklHjyVbXV1rPq6y8
1492,Papa Roach,Crooked Teeth,American Dreams,spotify:track:4CTgCROhytFCN0o8t4CYAO,Papa Roach:American Dreams,4CTgCROhytFCN0o8t4CYAO
1493,Itaca Band,Temerario,180,spotify:track:2UiSGcM0uHDtrCkDKhrIFe,Itaca Band:180,2UiSGcM0uHDtrCkDKhrIFe
1494,Bob Marley & The Wailers,Legend - The Best Of Bob Marley And The Wailers,"No Woman, No Cry - Live At The Lyceum, London/1975",spotify:track:5rPnv4gceOGKCqbN06F2aJ,"Bob Marley & The Wailers:No Woman, No Cry - Live At The Lyceum, London/1975",5rPnv4gceOGKCqbN06F2aJ
1495,Marea,Coces al Aire 1997-2007,En un Mercedes blanco,spotify:track:32rVnTKkriPHvqBuni3XQ8,Marea:En un Mercedes blanco,32rVnTKkriPHvqBuni3XQ8
1496,Ya Levis,El mayalove,Aïcha,spotify:track:1GdhBt3dRetwt75N3BAQUw,Ya Levis:Aïcha,1GdhBt3dRetwt75N3BAQUw
1497,Ska-P,Todo Ska-p,Tio Sam,spotify:track:4TaQKvGO74kGkj4EqbHGpf,Ska-P:Tio Sam,4TaQKvGO74kGkj4EqbHGpf
1498,Bejo,Tripi Hapa,CINCUENTA ESTRELLAS MICHELÍN,spotify:track:28SbGMRsxhL5ITIz8KNE6y,Bejo:CINCUENTA ESTRELLAS MICHELÍN,28SbGMRsxhL5ITIz8KNE6y
1499,Delaossa,Un perro andaluz,Pura sangre,spotify:track:5nox1hOZXgF3VaPrNsaHyj,Delaossa:Pura sangre,5nox1hOZXgF3VaPrNsaHyj
1500,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",From The Ritz To The Rubble,spotify:track:2vQQfWTanvD99OeHLAoyhW,Arctic Monkeys:From The Ritz To The Rubble,2vQQfWTanvD99OeHLAoyhW
1501,Extremoduro,Rock Transgresivo,Amor castúo - Versión 2004,spotify:track:3NaJAm7PSfYAWucmYBTFv2,Extremoduro:Amor castúo - Versión 2004,3NaJAm7PSfYAWucmYBTFv2
1502,Eminem,Encore,Like Toy Soldiers,spotify:track:6CN3e26iQSj1N5lomh0mfO,Eminem:Like Toy Soldiers,6CN3e26iQSj1N5lomh0mfO
1503,The Script,#3 Deluxe Version,Hall of Fame (feat. will.i.am),spotify:track:7wMq5n8mYSKlQIGECKUgTX,The Script:Hall of Fame (feat. will.i.am),7wMq5n8mYSKlQIGECKUgTX
1504,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Fake Tales Of San Francisco,spotify:track:7BuzJmV2h6eBbSDdRaDY7C,Arctic Monkeys:Fake Tales Of San Francisco,7BuzJmV2h6eBbSDdRaDY7C
1505,Drama Relax,Your Love (feat. Tory Lanez & Lil Tjay),Your Love (feat. Tory Lanez & Lil Tjay),spotify:track:3HvnOAkNchsRYXAAjOpXHd,Drama Relax:Your Love (feat. Tory Lanez & Lil Tjay),3HvnOAkNchsRYXAAjOpXHd
1506,La Raíz,Entre Poetas y Presos,De Piedra Tu Cuerpo,spotify:track:4nBSfz0IZ31GcZxqACgxLK,La Raíz:De Piedra Tu Cuerpo,4nBSfz0IZ31GcZxqACgxLK
1507,Surfaces,Pacifico,Wave of You,spotify:track:0KfNomDfIkM7suIHb105Oi,Surfaces:Wave of You,0KfNomDfIkM7suIHb105Oi
1508,Fyahbwoy,Bl4qkfy4h,El Binghi y el Fyah,spotify:track:6hFhnCNhHurNSzkcPZZlDH,Fyahbwoy:El Binghi y el Fyah,6hFhnCNhHurNSzkcPZZlDH
1509,995,995,Contra Todos,spotify:track:13FbVnmgiKZdKMHPly1ekQ,995:Contra Todos,13FbVnmgiKZdKMHPly1ekQ
1510,Aspencat,Tot és ara,Seguim en peu,spotify:track:13FsNcwTbpLrbPaqddnajk,Aspencat:Seguim en peu,13FsNcwTbpLrbPaqddnajk
1511,Desakato,La Teoría del Fuego,Heridas Abiertas,spotify:track:5X0dwCgduaSwoGYF39TgTI,Desakato:Heridas Abiertas,5X0dwCgduaSwoGYF39TgTI
1512,Wiz Khalifa,Rolling Papers 2,Penthouse (feat. Snoop Dogg),spotify:track:4s48nmzo7Um1Hcx52eNgSF,Wiz Khalifa:Penthouse (feat. Snoop Dogg),4s48nmzo7Um1Hcx52eNgSF
1513,R De Rumba,Funk Experience,Zoo Funk,spotify:track:1m57M3GAKCBkiyzXsrizeo,R De Rumba:Zoo Funk,1m57M3GAKCBkiyzXsrizeo
1514,Iratxo,Amor y Otras Guerras,Carita de Mentira,spotify:track:7CowfJtM9hZMCi5neqsCpg,Iratxo:Carita de Mentira,7CowfJtM9hZMCi5neqsCpg
