,artist,album,track,uri,UniqueID,track_uri
1515,La Raíz,Así en el Cielo Como en la Selva,Suya Mi Guerra,spotify:track:1NtUJvgegfLrrvQrrx7Vw7,La Raíz:Suya Mi Guerra,1NtUJvgegfLrrvQrrx7Vw7
1516,Future,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),spotify:track:59nOXPmaKlBfGMDeOVGrIK,Future:WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK
1517,Drake,Scorpion,I'm Upset,spotify:track:3qN5qMTKyEEmiTZD38BNTT,Drake:I'm Upset,3qN5qMTKyEEmiTZD38BNTT
1518,Love of Lesbian,Lucha De Gigantes,Lucha De Gigantes,spotify:track:1ozbWlTQASs311dSO5R6vp,Love of Lesbian:Lucha De Gigantes,1ozbWlTQASs311dSO5R6vp
1519,Natos y Waor,Cicatrices,Alfa y omega,spotify:track:260fBuGy4zZwHVHtd9YtLL,Natos y Waor:Alfa y omega,260fBuGy4zZwHVHtd9YtLL
1520,Itaca Band,La Selva,Tu corriente,spotify:track:4LTE1kHbuicEB6QrrtUixu,Itaca Band:Tu corriente,4LTE1kHbuicEB6QrrtUixu
1521,Kendrick Lamar,DAMN. COLLECTORS EDITION.,HUMBLE.,spotify:track:0gvQoTWRxsW5Rd7KgPp0u3,Kendrick Lamar:HUMBLE.,0gvQoTWRxsW5Rd7KgPp0u3
1522,Ska-P,El Vals Del Obrero,Cannabis,spotify:track:0DjSa6czo5ywsf6iCtZW5A,Ska-P:Cannabis,0DjSa6czo5ywsf6iCtZW5A
1523,Mac Miller,Circles,Everybody,spotify:track:50ZbunKRxPbTa9sVu1iukc,Mac Miller:Everybody,50ZbunKRxPbTa9sVu1iukc
1524,Brody Jenner,Funky Pills,Funky Pills,spotify:track:4aWdBmY6jc5yHaeCS83yU7,Brody Jenner:Funky Pills,4aWdBmY6jc5yHaeCS83yU7
1525,El Canto Del Loco,Zapatillas,Volvera,spotify:track:4QBrx05HrLnohYaS1cPGHO,El Canto Del Loco:Volvera,4QBrx05HrLnohYaS1cPGHO
1526,Macklemore & Ryan Lewis,The Heist,Same Love (feat. Mary Lambert),spotify:track:6IFa4RUo2iM5L33Hkx82lr,Macklemore & Ryan Lewis:Same Love (feat. Mary Lambert),6IFa4RUo2iM5L33Hkx82lr
1527,Zaz,Paris,Sous le ciel de Paris,spotify:track:3qwXZ466Clfu47ptUoCegL,Zaz:Sous le ciel de Paris,3qwXZ466Clfu47ptUoCegL
1528,Foyone,El Síndrome Anuel,El Síndrome Anuel,spotify:track:6Io9NpbpcUli1GihajZTUy,Foyone:El Síndrome Anuel,6Io9NpbpcUli1GihajZTUy
1529,Vetusta Morla,Un Día en el Mundo,Pequeño Desastre Animal,spotify:track:6TMBxwtmMjKPCbQOslu6li,Vetusta Morla:Pequeño Desastre Animal,6TMBxwtmMjKPCbQOslu6li
1530,Hens,Hensito,Me Encanta(s),spotify:track:3S1lg0ytmvtPRV4qv4iWL4,Hens:Me Encanta(s),3S1lg0ytmvtPRV4qv4iWL4
1531,Amy Winehouse,Back To Black,Back To Black,spotify:track:3FAclTFfvUuQYnEsptbK8w,Amy Winehouse:Back To Black,3FAclTFfvUuQYnEsptbK8w
1532,Bejo,Rap Largo,Rap Largo,spotify:track:1di8fdW8IFrgYWZSWlsVxD,Bejo:Rap Largo,1di8fdW8IFrgYWZSWlsVxD
1533,Sidecars,Contra las cuerdas,Fan de ti - Acústico,spotify:track:4nFgjmN0qrOz9062SWzmMV,Sidecars:Fan de ti - Acústico,4nFgjmN0qrOz9062SWzmMV
1534,Kodaline,Coming Up for Air,The One,spotify:track:0My8NPmENHrN5W7OfgZnZJ,Kodaline:The One,0My8NPmENHrN5W7OfgZnZJ
1535,Manu Chao,Clandestino,Mentira,spotify:track:59hH7GJFrSd5v9FwgSZEw8,Manu Chao:Mentira,59hH7GJFrSd5v9FwgSZEw8
1536,Supersubmarina,Electroviral,LN Granada,spotify:track:0eTNLIPzgURsXMdgX4cdpJ,Supersubmarina:LN Granada,0eTNLIPzgURsXMdgX4cdpJ
1537,Damso,Ipséité,Λ. Lové,spotify:track:0YHVHL8qSEH5BqZPd1njUz,Damso:Λ. Lové,0YHVHL8qSEH5BqZPd1njUz
1538,Morodo,Tu Eres Como el Fuego,Tu Eres Como el Fuego,spotify:track:6BeEanS54uM91bsGiIJ193,Morodo:Tu Eres Como el Fuego,6BeEanS54uM91bsGiIJ193
1539,Duo Kie,Barroco,He Visto el Futuro,spotify:track:0M3koNAo1Uf8h5V1Q5fVJW,Duo Kie:He Visto el Futuro,0M3koNAo1Uf8h5V1Q5fVJW
1540,Wiz Khalifa,Rolling Papers 2,Fr Fr (feat. Lil Skies),spotify:track:1RagpNpkD3KcjXMLGMe99V,Wiz Khalifa:Fr Fr (feat. Lil Skies),1RagpNpkD3KcjXMLGMe99V
1541,Current Swell,So I Say,Workin' man's Blues,spotify:track:05zzG8GJPcvDKLRVjm37Gq,Current Swell:Workin' man's Blues,05zzG8GJPcvDKLRVjm37Gq
1542,C. Tangana,El Madrileño,Los Tontos - Live at NPR's Tiny Desk,spotify:track:7s3ww2P0ShTAFLaVNVd7Rg,C. Tangana:Los Tontos - Live at NPR's Tiny Desk,7s3ww2P0ShTAFLaVNVd7Rg
1543,Jay Rock,Redemption,Wow Freestyle (feat. Kendrick Lamar),spotify:track:0gV5B7zmJkS1aaH9APokrH,Jay Rock:Wow Freestyle (feat. Kendrick Lamar),0gV5B7zmJkS1aaH9APokrH
1544,Pereza,Esencial Pereza,Tristeza,spotify:track:4B2MEgv0yH22JkfQ1337nk,Pereza:Tristeza,4B2MEgv0yH22JkfQ1337nk
1545,Sidecars,Contra las cuerdas,Contra las cuerdas (feat. Leiva) - Acústico,spotify:track:1zuyN9yfdHIJt1y0fMNDCB,Sidecars:Contra las cuerdas (feat. Leiva) - Acústico,1zuyN9yfdHIJt1y0fMNDCB
1546,Kodaline,Coming Up for Air,Autopilot,spotify:track:5sZnALI7WqlhevAB55Ffp4,Kodaline:Autopilot,5sZnALI7WqlhevAB55Ffp4
1547,Gritando en Silencio,Contratiempo,A la luz de una sonrisa,spotify:track:5Fronw7eoL0huzCEYSZe80,Gritando en Silencio:A la luz de una sonrisa,5Fronw7eoL0huzCEYSZe80
1548,Kutxi Romero,No soy de nadie,Corazón equino,spotify:track:5JlTkzH3sv6RnVxnGJQPIJ,Kutxi Romero:Corazón equino,5JlTkzH3sv6RnVxnGJQPIJ
1549,Txarango,Benvinguts al Llarg Viatge,Sueña Como un Niño,spotify:track:4xtkgCqRe2OqCeX7QOqltH,Txarango:Sueña Como un Niño,4xtkgCqRe2OqCeX7QOqltH
1550,Marea,Coces al Aire 1997-2007,El trapecio,spotify:track:2WhWYTgBRVKws5O5qyfP3t,Marea:El trapecio,2WhWYTgBRVKws5O5qyfP3t
1551,Adam Levine,V,Lost Stars,spotify:track:1ejtHfSXQwvaAU7F82FXww,Adam Levine:Lost Stars,1ejtHfSXQwvaAU7F82FXww
1552,Auxili,Tresors,Ferides,spotify:track:1BxDGkBE3j7IZaxJl8arAm,Auxili:Ferides,1BxDGkBE3j7IZaxJl8arAm
1553,Sons of Aguirre,"Si Es Legal Es Ético, Si No Fuera Ético, Sería Ilegal",Explotando,spotify:track:3w2px6TiSA4SAVKpYJxuE9,Sons of Aguirre:Explotando,3w2px6TiSA4SAVKpYJxuE9
1554,Macklemore & Ryan Lewis,The Heist,Cowboy Boots,spotify:track:2DIxUsDmg2E2eVfQIuGEw9,Macklemore & Ryan Lewis:Cowboy Boots,2DIxUsDmg2E2eVfQIuGEw9
1555,Led Zeppelin,Led Zeppelin IV,Black Dog - Remaster,spotify:track:3qT4bUD1MaWpGrTwcvguhb,Led Zeppelin:Black Dog - Remaster,3qT4bUD1MaWpGrTwcvguhb
1556,The Drifters,Under the Boardwalk,Up on the Roof,spotify:track:7cNRqg0lbiqBaGeOlA4AEU,The Drifters:Up on the Roof,7cNRqg0lbiqBaGeOlA4AEU
1557,Fyahbwoy,Bl4qkfy4h,Hijos de la Noche,spotify:track:7kblz8UyV1V62Zp3pko7eP,Fyahbwoy:Hijos de la Noche,7kblz8UyV1V62Zp3pko7eP
1558,The Monkees,More of The Monkees,I'm a Believer - 2006 Remaster,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,The Monkees:I'm a Believer - 2006 Remaster,3G7tRC24Uh09Hmp1KZ7LQ2
1559,Smoking Souls,ParatgesPreferits,Eterna força (ParatgesPreferits) - Live,spotify:track:4p1ZwbSIbdOIW3BuVyzEO3,Smoking Souls:Eterna força (ParatgesPreferits) - Live,4p1ZwbSIbdOIW3BuVyzEO3
1560,Vance Joy,Dream Your Life Away,Riptide,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy:Riptide,7yq4Qj7cqayVTp3FF9CWbm
1561,Kase.O,Divertimentos (Vol.1),Tiranosaurius Rex,spotify:track:6fKCqK8OB2MVnYCHD9moHj,Kase.O:Tiranosaurius Rex,6fKCqK8OB2MVnYCHD9moHj
1562,Ayax y Prok,Cara y cruz,Cosa mía,spotify:track:6G0B3tQQDuaiRwl8p0WH5b,Ayax y Prok:Cosa mía,6G0B3tQQDuaiRwl8p0WH5b
1563,FERNANDOCOSTA,Etapas raras,Etapas raras,spotify:track:4RzK6pnsDqUfEBdSvJBXjz,FERNANDOCOSTA:Etapas raras,4RzK6pnsDqUfEBdSvJBXjz
1564,Ayax y Prok,Rojo y Negro,Salvatore Maranzano,spotify:track:7mwuIpP5R5pCYkEwKWpaiC,Ayax y Prok:Salvatore Maranzano,7mwuIpP5R5pCYkEwKWpaiC
1565,Soko,Feel Feelings,Blasphémie,spotify:track:64toSnvjyXFlrUWygc6Ofs,Soko:Blasphémie,64toSnvjyXFlrUWygc6Ofs
1566,Bryce Vine,Lazy Fair,Sour Patch Kids,spotify:track:5DJNyvuMmZfsfvdTpMMmUq,Bryce Vine:Sour Patch Kids,5DJNyvuMmZfsfvdTpMMmUq
1567,La Fuga,Mira,Al pie del cañón,spotify:track:6sa18mKsYeltqGmFAeYQms,La Fuga:Al pie del cañón,6sa18mKsYeltqGmFAeYQms
1568,Kulto Kultibo,Ahora o Nunca,Generaciones,spotify:track:5Zw3A6Wv5IkGMzeDv43jUM,Kulto Kultibo:Generaciones,5Zw3A6Wv5IkGMzeDv43jUM
1569,Iseo & Dodosound,Cat Platoon,Frozen Desert,spotify:track:1VIXX3s9uD3Kag1rnwPCFk,Iseo & Dodosound:Frozen Desert,1VIXX3s9uD3Kag1rnwPCFk
1570,Ron Pope,The Bedroom Demos,A Drop in the Ocean,spotify:track:5JDcQAztvZTIkrWoZihgvC,Ron Pope:A Drop in the Ocean,5JDcQAztvZTIkrWoZihgvC
1571,Marea,Coces al Aire 1997-2007,El Luis,spotify:track:5k5J8EhkyKrB8SPKDdH7PA,Marea:El Luis,5k5J8EhkyKrB8SPKDdH7PA
1572,Duo Kie,21 Centimetros,Nosotros Lo Hicimos,spotify:track:65mRD6goKQX50reMDICnEx,Duo Kie:Nosotros Lo Hicimos,65mRD6goKQX50reMDICnEx
1573,Auxili,Tresors,Hui la liem,spotify:track:0cpToG2pZPh9TK3snKAVHO,Auxili:Hui la liem,0cpToG2pZPh9TK3snKAVHO
1574,Nate Dogg,A Tribute to The King of G-Funk (Deluxe Version),So Fly,spotify:track:2fxef3Rm1GnrcyGjvWP8oJ,Nate Dogg:So Fly,2fxef3Rm1GnrcyGjvWP8oJ
1575,Marea,Coces al Aire 1997-2007,Los mismos clavos,spotify:track:08k04omOA9eLR7VEso3JcS,Marea:Los mismos clavos,08k04omOA9eLR7VEso3JcS
1576,Astola,Green Morning,Green Morning,spotify:track:2NmB2IrvrYIN8Tz7uxNyju,Astola:Green Morning,2NmB2IrvrYIN8Tz7uxNyju
1577,ZOO,Tempestes Vénen del Sud,La Nostra Bota,spotify:track:7gHsvrZOJvWoqHf4AZy7B5,ZOO:La Nostra Bota,7gHsvrZOJvWoqHf4AZy7B5
1578,Natos y Waor,Cicatrices,Bestsellers,spotify:track:1u3V6iGzqPNGh6JNm3MDZs,Natos y Waor:Bestsellers,1u3V6iGzqPNGh6JNm3MDZs
1579,alt-J,An Awesome Wave,Ms,spotify:track:5BYM7kPm0WCTUmF7K30RI2,alt-J:Ms,5BYM7kPm0WCTUmF7K30RI2
1580,Green Day,Boulevard of Broken Dreams,Boulevard of Broken Dreams,spotify:track:1hwJKpe0BPUsq6UUrwBWTw,Green Day:Boulevard of Broken Dreams,1hwJKpe0BPUsq6UUrwBWTw
1581,La Raíz,Así en el Cielo Como en la Selva,Elegiré,spotify:track:718HCXN1Jntgf0cywbSZch,La Raíz:Elegiré,718HCXN1Jntgf0cywbSZch
1582,Natos y Waor,Cicatrices,Piratas,spotify:track:3qip0w84KOrKFeXV8THbSi,Natos y Waor:Piratas,3qip0w84KOrKFeXV8THbSi
1583,Arctic Monkeys,Tranquility Base Hotel & Casino,The Ultracheese,spotify:track:3PhbzvTllkq1rkULafc6ns,Arctic Monkeys:The Ultracheese,3PhbzvTllkq1rkULafc6ns
1584,Cruz Cafuné,Maracucho Bueno Muere Chiquito,Te Enamoraste de un G,spotify:track:3x4N8cIomNkSmm0WiA8xqQ,Cruz Cafuné:Te Enamoraste de un G,3x4N8cIomNkSmm0WiA8xqQ
1585,Ayax y Prok,Cara y cruz,Hou hou hou,spotify:track:0OsOTAujZprWA6kzRIET17,Ayax y Prok:Hou hou hou,0OsOTAujZprWA6kzRIET17
1586,Wiz Khalifa,Something New (feat. Ty Dolla $ign),Something New (feat. Ty Dolla $ign),spotify:track:33z5crv3IO5U2BOi8xod92,Wiz Khalifa:Something New (feat. Ty Dolla $ign),33z5crv3IO5U2BOi8xod92
1587,Aspencat,Tot és ara,Escriurem mil batalles,spotify:track:5Y7yXw6AdVQLoTcflJyuh5,Aspencat:Escriurem mil batalles,5Y7yXw6AdVQLoTcflJyuh5
1588,Extremoduro,Grandes exitos y fracasos (Episodio 1º),"Ama, ama, ama y ensancha el alma - Versión 2004",spotify:track:06LdeHlnBLBDUb87cgBef0,"Extremoduro:Ama, ama, ama y ensancha el alma - Versión 2004",06LdeHlnBLBDUb87cgBef0
1589,C. Tangana,Llorando en la Limo (feat. Alizzz),Llorando en la Limo (feat. Alizzz),spotify:track:0Umt5FqtUbnP4iR1QejfzB,C. Tangana:Llorando en la Limo (feat. Alizzz),0Umt5FqtUbnP4iR1QejfzB
1590,Fyahbwoy,Innadiflames,Reggae Liphe,spotify:track:2KOGuTGPKIbExXvk862rpO,Fyahbwoy:Reggae Liphe,2KOGuTGPKIbExXvk862rpO
1591,James Bay,Chaos And The Calm,When We Were On Fire,spotify:track:6Su1Cvwa5R5Zlj8f0aTURX,James Bay:When We Were On Fire,6Su1Cvwa5R5Zlj8f0aTURX
1592,Of Monsters and Men,Beneath The Skin,Organs,spotify:track:6vIyrLqStTPvZ6zwdW0zNw,Of Monsters and Men:Organs,6vIyrLqStTPvZ6zwdW0zNw
1593,Cypress Hill,Black Sunday,Insane in the Brain,spotify:track:1oTHteQbmJw15rPxPVXUTv,Cypress Hill:Insane in the Brain,1oTHteQbmJw15rPxPVXUTv
1594,Astola,Rockallano,Cojo el saco y me retiro,spotify:track:70MAtVBITOe87jTUlRhzd8,Astola:Cojo el saco y me retiro,70MAtVBITOe87jTUlRhzd8
1595,OneRepublic,Dreaming Out Loud,Come Home,spotify:track:0bJfgUyjfPJYqRgUxb12Eh,OneRepublic:Come Home,0bJfgUyjfPJYqRgUxb12Eh
1596,Foyone,#RapSinCorte XXXVIII,#RapSinCorte XXXVIII,spotify:track:13fKxlakRPZCNf1iH6qQY7,Foyone:#RapSinCorte XXXVIII,13fKxlakRPZCNf1iH6qQY7
1597,Still Woozy,Goodie Bag,Goodie Bag,spotify:track:4vHNeBWDQpVCmGbaccrRzi,Still Woozy:Goodie Bag,4vHNeBWDQpVCmGbaccrRzi
1598,The Rolling Stones,Goats Head Soup,All The Rage,spotify:track:6rPmU6mXAwGVhnYgEU0kCg,The Rolling Stones:All The Rage,6rPmU6mXAwGVhnYgEU0kCg
1599,Louis Prima,The Wildest!,Just A Gigolo / I Ain't Got Nobody - Medley / Remastered 2002,spotify:track:0NI42v4l2AxIbgoIrWKiBU,Louis Prima:Just A Gigolo / I Ain't Got Nobody - Medley / Remastered 2002,0NI42v4l2AxIbgoIrWKiBU
1600,La Raíz,Entre Poetas y Presos,Muérdeles,spotify:track:1kasAbWIuasNPe1wNQ29qZ,La Raíz:Muérdeles,1kasAbWIuasNPe1wNQ29qZ
1601,Luisaker,Quédate,Quédate,spotify:track:0Zk2R0TwYeOpYUePX7Nm6x,Luisaker:Quédate,0Zk2R0TwYeOpYUePX7Nm6x
1602,Fyahbwoy,F.y.a.h.,Soy un Niño,spotify:track:7AxdVxCObVR8w85HFQO0vC,Fyahbwoy:Soy un Niño,7AxdVxCObVR8w85HFQO0vC
1603,Ayax y Prok,Rojo y Negro,La tormenta,spotify:track:15mf4wJsBAKODHeMw95eEO,Ayax y Prok:La tormenta,15mf4wJsBAKODHeMw95eEO
1604,Siloé,Te Llevo en la Palma,Te Llevo en la Palma,spotify:track:6MVgTeSpz7wivOfKCs791k,Siloé:Te Llevo en la Palma,6MVgTeSpz7wivOfKCs791k
1605,Bejo,La Pipa del Aguacate,La Pipa del Aguacate,spotify:track:6zImII7OaEFHcB1CsrIxJJ,Bejo:La Pipa del Aguacate,6zImII7OaEFHcB1CsrIxJJ
1606,Itaca Band,La Selva,Levantate,spotify:track:02qHeYQV9QoKhKgLYItvKo,Itaca Band:Levantate,02qHeYQV9QoKhKgLYItvKo
1607,Foyone,"#RapSinCorte, Vol. 3",#RapSinCorte XXXIII,spotify:track:2IBruv8ukHbM00wDFppdF0,Foyone:#RapSinCorte XXXIII,2IBruv8ukHbM00wDFppdF0
1608,Kream,Modo Vacilon,Modo Vacilón,spotify:track:4opU7chKB8wzoBF9VgeUqs,Kream:Modo Vacilón,4opU7chKB8wzoBF9VgeUqs
1609,Belo,La Verdadera Historia de Todas Mis Mentiras,Cartas Desde la Prisión,spotify:track:5QL8OO6VVS7LJ2ozPdSeIc,Belo:Cartas Desde la Prisión,5QL8OO6VVS7LJ2ozPdSeIc
1610,Beret,Cóseme,Cóseme,spotify:track:5sCsByfBo3PGK4IHnNDaHk,Beret:Cóseme,5sCsByfBo3PGK4IHnNDaHk
1611,Still Woozy,Cooks,Cooks,spotify:track:75TDPu9k7Yv3IovdYaNCwk,Still Woozy:Cooks,75TDPu9k7Yv3IovdYaNCwk
1612,SFDK,Sin Miedo a Vivir (Extended Version),Despacito Pero Voy,spotify:track:3qOtg4R7m5YPY35NfopC2Z,SFDK:Despacito Pero Voy,3qOtg4R7m5YPY35NfopC2Z
1613,Kase.O,El Círculo (Versión Exclusiva de Spotify),"Pavos Reales (con Hermano L, Shabu One Shant y Mcklopedia)",spotify:track:4HVYBeELSvhfGmWwFoZr4p,"Kase.O:Pavos Reales (con Hermano L, Shabu One Shant y Mcklopedia)",4HVYBeELSvhfGmWwFoZr4p
1614,Supersubmarina,Electroviral,Eres,spotify:track:7MG5lD0TBjyAL2xGiSec4q,Supersubmarina:Eres,7MG5lD0TBjyAL2xGiSec4q
1615,Club del Río,Club (Sesiones en Tuétano Estudio),Lobo Amigo (Sesión en Tuétano Estudio),spotify:track:1H9n4soeZVBFPtta2llsOl,Club del Río:Lobo Amigo (Sesión en Tuétano Estudio),1H9n4soeZVBFPtta2llsOl
1616,Kaze,Cálmate,Cálmate,spotify:track:6Gju8ZWP1AiyQcYCoaFVjv,Kaze:Cálmate,6Gju8ZWP1AiyQcYCoaFVjv
1617,Macklemore & Ryan Lewis,The Heist,Neon Cathedral (feat. Allen Stone),spotify:track:4J54LTDxhKvYwAtpnK7ZC3,Macklemore & Ryan Lewis:Neon Cathedral (feat. Allen Stone),4J54LTDxhKvYwAtpnK7ZC3
1618,Itaca Band,La Selva,Lose control - Feat. Brujo,spotify:track:6rZgu99fcSzEd22jX4BVhh,Itaca Band:Lose control - Feat. Brujo,6rZgu99fcSzEd22jX4BVhh
1619,Los Lobos,Rhino Hi-Five: Los Lobos,"Come On, Let's Go",spotify:track:5OQwJVle4aMf698YcIQcIn,"Los Lobos:Come On, Let's Go",5OQwJVle4aMf698YcIQcIn
1620,Auxili,Tresors,T'escric,spotify:track:7aXLpag5CPbNefGyLGHleG,Auxili:T'escric,7aXLpag5CPbNefGyLGHleG
1621,Pereza,Esencial Pereza,Lady Madrid,spotify:track:0UikZGlKZZpbM75TejbTHh,Pereza:Lady Madrid,0UikZGlKZZpbM75TejbTHh
1622,Milky Chance,Blossom,Cocoon,spotify:track:0L87MffumRNWrY2SNUFcvs,Milky Chance:Cocoon,0L87MffumRNWrY2SNUFcvs
1623,Violadores Del Verso,Gira 06/07 - Presente (Live),Medley:Javat y Kamel/Amberes/Reunion/Kieres - Live,spotify:track:3cF5Ov7VKlIQ8p30nKY7XA,Violadores Del Verso:Medley:Javat y Kamel/Amberes/Reunion/Kieres - Live,3cF5Ov7VKlIQ8p30nKY7XA
1624,Wes Nelson,See Nobody,See Nobody,spotify:track:0osdzA0D159EUmBcrwMcB4,Wes Nelson:See Nobody,0osdzA0D159EUmBcrwMcB4
1625,La Raíz,Entre Poetas y Presos,El Mercurio,spotify:track:09cCh4AjgGKSUeuyF8jcJh,La Raíz:El Mercurio,09cCh4AjgGKSUeuyF8jcJh
1626,Arreu,El Nostre Crit,Intro (El Nostre Crit),spotify:track:3dooyGRcrAfOcA1RtlKey1,Arreu:Intro (El Nostre Crit),3dooyGRcrAfOcA1RtlKey1
1627,La Raíz,Así en el Cielo Como en la Selva,Nuestra Nación,spotify:track:174LzUiYeKlC5rySXPtRg1,La Raíz:Nuestra Nación,174LzUiYeKlC5rySXPtRg1
1628,+44,When Your Heart Stops Beating,Lillian,spotify:track:4ykk8DYgHyaVJZbakDhKgI,+44:Lillian,4ykk8DYgHyaVJZbakDhKgI
1629,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Still Take You Home,spotify:track:64a5XZCVDWwvC7gwPPCsH6,Arctic Monkeys:Still Take You Home,64a5XZCVDWwvC7gwPPCsH6
1630,Damso,Lithopédion,Feu de bois,spotify:track:4L0Iwsk1s8cbdBcEgdm8K5,Damso:Feu de bois,4L0Iwsk1s8cbdBcEgdm8K5
1631,Kutxi Romero,No soy de nadie,Como quien pide tabaco,spotify:track:6F9aQZjNZCrVsMj5FdeX24,Kutxi Romero:Como quien pide tabaco,6F9aQZjNZCrVsMj5FdeX24
1632,Hollow Coves,Wanderlust,Coastline,spotify:track:2KCqAdd2ad0hpJc5ySoTE8,Hollow Coves:Coastline,2KCqAdd2ad0hpJc5ySoTE8
1633,Ayax y Prok,Cara y cruz,Desahucio,spotify:track:14ZMDMFVg8dAqyeljitMGp,Ayax y Prok:Desahucio,14ZMDMFVg8dAqyeljitMGp
1634,AG Club,Halfway Off the Porch,Hngover,spotify:track:6TieEd9BS8NdArngd4AvtA,AG Club:Hngover,6TieEd9BS8NdArngd4AvtA
1635,Pereza,Esencial Pereza,Violento Amor,spotify:track:4aUsUht10YfJbpRja7818d,Pereza:Violento Amor,4aUsUht10YfJbpRja7818d
1636,Kendrick Lamar,DAMN. COLLECTORS EDITION.,PRIDE.,spotify:track:1P9LiOkE3LnKSYsoz1F8A7,Kendrick Lamar:PRIDE.,1P9LiOkE3LnKSYsoz1F8A7
1637,Ayax y Prok,Rojo y Negro,El sol pegaba,spotify:track:4agb4LQBYCKp5Y2tPfHV02,Ayax y Prok:El sol pegaba,4agb4LQBYCKp5Y2tPfHV02
1638,Calero LDN,Nuestra Última Canción,Nuestra Última Canción,spotify:track:12Qd6xVAdJW91Mts2ojmd7,Calero LDN:Nuestra Última Canción,12Qd6xVAdJW91Mts2ojmd7
1639,Ronzo,Left Back,Left Back,spotify:track:6NhltheELjv2XwUp9ixPs8,Ronzo:Left Back,6NhltheELjv2XwUp9ixPs8
1640,Pereza,Esencial Pereza,Aproximación,spotify:track:6GJBbCciMPUnTkuv1kCyyT,Pereza:Aproximación,6GJBbCciMPUnTkuv1kCyyT
1641,Nicki Minaj,The Pinkprint,Truffle Butter,spotify:track:7e44z4wOjkllaD8eulUeMd,Nicki Minaj:Truffle Butter,7e44z4wOjkllaD8eulUeMd
1642,Lágrimas De Sangre,Si uno no se rinde,Voy a Celebrarlo,spotify:track:7Dd5p5mFpkZlEllO4Y7pCI,Lágrimas De Sangre:Voy a Celebrarlo,7Dd5p5mFpkZlEllO4Y7pCI
1643,FERNANDOCOSTA,Yipiyou,Qué más da,spotify:track:716r0sw9uxfBPUePZep4FE,FERNANDOCOSTA:Qué más da,716r0sw9uxfBPUePZep4FE
1644,Jacman,Blackout,Blackout,spotify:track:7FoslZnqLtodKO5wLZuP5M,Jacman:Blackout,7FoslZnqLtodKO5wLZuP5M
1645,Adele,21,Someone Like You,spotify:track:3bNv3VuUOKgrf5hu3YcuRo,Adele:Someone Like You,3bNv3VuUOKgrf5hu3YcuRo
1646,Marea,Coces al Aire 1997-2007,Eutsi goiari,spotify:track:6aXoou8b2mo8ZzqtxaF6Wh,Marea:Eutsi goiari,6aXoou8b2mo8ZzqtxaF6Wh
1647,ZOO,Raval,Ventiladors,spotify:track:2bYdFvFow6fNIJL3XpvDbo,ZOO:Ventiladors,2bYdFvFow6fNIJL3XpvDbo
1648,Astola,Rockallano,Cojo el Saco y Me Retiro,spotify:track:5LDfZeFdbMDFezLP1bVpyU,Astola:Cojo el Saco y Me Retiro,5LDfZeFdbMDFezLP1bVpyU
1649,Pereza,Esencial Pereza,Horoscopo,spotify:track:5m7Hkn7MOcNKGLXJ0YQCdR,Pereza:Horoscopo,5m7Hkn7MOcNKGLXJ0YQCdR
1650,Lágrimas De Sangre,Vértigo,Valtonyc 15/11/18,spotify:track:1eq2zkl8MnpDqDYU4lS2iS,Lágrimas De Sangre:Valtonyc 15/11/18,1eq2zkl8MnpDqDYU4lS2iS
1651,Natos y Waor,Caja Negra,Morir joven,spotify:track:0uLtbEX2NcKdoROlvCb2Di,Natos y Waor:Morir joven,0uLtbEX2NcKdoROlvCb2Di
1652,Fyahbwoy,Extremely Flammable,Guerras del Odio,spotify:track:4Y8YBSUHeM16tWPvMYl2R4,Fyahbwoy:Guerras del Odio,4Y8YBSUHeM16tWPvMYl2R4
1653,Los Chikos del Maiz,Los Pollos Hermanos,Los Pollos Hermanos,spotify:track:7qlKEgapFPX6Y55Hs5gBOq,Los Chikos del Maiz:Los Pollos Hermanos,7qlKEgapFPX6Y55Hs5gBOq
1654,Valerie Ghent,Velours,Get Funkay,spotify:track:5tudVJOwpIM7tV8o7N9EZY,Valerie Ghent:Get Funkay,5tudVJOwpIM7tV8o7N9EZY
1655,Ezra Collective,Chapter 7,Chapter 7 (feat. Ty),spotify:track:04fnzAJxtQZFVbn8N3XrQm,Ezra Collective:Chapter 7 (feat. Ty),04fnzAJxtQZFVbn8N3XrQm
1656,Ty Dolla $ign,Free TC,Wavy (feat. Joe Moses),spotify:track:70mIuBKGTPrWMwWq9D4F56,Ty Dolla $ign:Wavy (feat. Joe Moses),70mIuBKGTPrWMwWq9D4F56
1657,Vetusta Morla,Un Día en el Mundo,Saharabbey Road,spotify:track:3kKC32g6Udc9wNHwZcMohb,Vetusta Morla:Saharabbey Road,3kKC32g6Udc9wNHwZcMohb
1658,Itaca Band,La Selva,Mírame,spotify:track:1OD91W0rm25q2cMOfj0T5O,Itaca Band:Mírame,1OD91W0rm25q2cMOfj0T5O
1659,Alborosie,Soul Pirate,Sound Killa,spotify:track:6nBWMOltSyeqosomEAIhci,Alborosie:Sound Killa,6nBWMOltSyeqosomEAIhci
